ResponseID,Segment,Timestamp,Q1_Ships_Goods,Q2_Role,Q3_Annual_Shipments,Q4_Annual_Revenue,Q5_Employee_Count,Q6_Industry,Q7_Business_Model,Q8_Avg_Shipment_Value,Q9_Shipping_Regions,Q10_Company_Age,Q11_HQ_Location,Q12_Transportation_Modes,Q13_Supply_Chain_Software,Q14_Monitoring_Methods,Q15_Delays_Rate,Q15_Damage_Rate,Q15_Loss_Rate,Q15_Customs_Rate,Q15_Documentation_Rate,Q16_Advance_Notice,Q17_Risk_Manager,Q18_Have_Insurance,Q19_Purchase_Method,Q20_Coverage_Types,Q21_Insurance_Frustrations,Q22_Filed_Claim,Q23_Supply_Chain_Challenges,Q24_Annual_Disruption_Cost,Q25_Switch_Factors,Q26_Rank_Price_Cost,Q26_Rank_Coverage_comprehensiveness,Q26_Rank_Speed_of_claims_payout,Q26_Rank_Ease_of_purchase_use,Q26_Rank_Real-time_risk_data_insights,Q27_Valuable_Features,Q28_Integration_Importance,Q29_Proactive_Alerts_Value,Q30_Influential_Data_Points,Q31_Current_Insurance_Spend_Pct,Q32_WTP_50K_Shipment,Q33_SaaS_Subscription_Willingness,Q34_Tech_Adoption_Approach,Q35_Recent_Tech_Adoptions,Q36_API_Comfort,Q37_Adoption_Barriers,Q38_Interest_Level,Q39_NPS_Score,Q40_Additional_Features,Q41_Final_Thoughts,Q42_Follow_Up_Interest
R0502,traditional_midsize,2024-01-31 08:27:00,"Yes, both international and domestic",Procurement/Purchasing Manager,201-500 shipments/year,$5M - $10M,51-200 (Medium business),Electronics & Technology,Both B2B and B2C,"$5,000 - $10,000",Asia-Pacific|Europe|North America,5-10 years,Other,Road freight (trucking),"E-commerce platform (Shopify, WooCommerce, Amazon)|Excel/Manual tracking|Warehouse Management System (WMS)",Automated tracking notifications|Periodic updates from carrier/forwarder,6-10%,0%,0%,1-5%,1-5%,2-4 weeks,Dedicated risk/insurance manager,"Yes, we have comprehensive annual cargo insurance",Annual policy through a traditional insurance broker,Customs seizure|Delay/late delivery|Physical damage/loss of goods|War/terrorism/political risk,Complex policies (hard to understand what's covered)|Poor customer service|Slow claims processing,"Yes, and it was resolved satisfactorily",Rising freight costs|Unpredictable delays,"$25,000 - $100,000",Better coverage options|Better customer service|Easier purchasing process|Lower cost|Per-shipment flexibility|Real-time risk insights,2,1,3,4,3,"Ability to insure individual shipments (not annual policy)|Instant quote generation|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment",Extremely important (deal-breaker if not available),Extremely valuable - would change our shipping decisions,Carrier performance ratings (on-time %)|Fuel price trends,2%+,$100 - $150,"Maybe, depends on the exact features",Fast follower - we adopt once proven,Automated data analytics/dashboards,Very comfortable - we have in-house developers,Internal resistance to change|Regulatory/compliance concerns|Switching costs from current provider,Very interested - would request a demo/trial,8,Training resources and webinars,No additional thoughts,Yes - keep me updated
R0503,enterprise,2024-01-31 09:14:00,"Yes, both international and domestic",Supply Chain/Logistics Manager,"1,001-5,000 shipments/year",$50M - $100M,51-200 (Medium business),E-commerce/Retail,Retailer,"$5,000 - $10,000",Asia-Pacific|Latin America|North America,5-10 years,United States,"Courier/Express (DHL, FedEx, UPS)","ERP System (SAP, Oracle, NetSuite, etc.)|Freight forwarder platform (Flexport, Freightos, etc.)|Shipment tracking tools (Project44, FourKites)|Transportation Management System (TMS)|Warehouse Management System (WMS)",Automated tracking notifications|Manual check-ins with vendors|Periodic updates from carrier/forwarder|Real-time GPS tracking,6-10%,0%,0%,1-5%,1-5%,4-7 days,Supply chain/logistics team,"Yes, we have comprehensive annual cargo insurance",Through our freight forwarder,Delay/late delivery|Physical damage/loss of goods|Theft|War/terrorism/political risk|Weather-related damage,Complex policies (hard to understand what's covered)|Poor customer service|Slow claims processing,"Yes, and it was resolved satisfactorily",Carrier reliability issues|Lack of real-time visibility|Unpredictable delays,"$5,000 - $25,000",Better customer service|Easier purchasing process|Integration with existing software|Proactive risk alerts,3,2,1,4,5,API access for custom integrations|Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Historical shipment risk analytics|Integration with existing logistics software|Real-time risk scoring for each shipment|White-label option for customer-facing use,Very important (strong preference),Very valuable - helpful information,Carrier performance ratings (on-time %)|Port congestion levels,0.3% - 0.5%,$100 - $150,"Maybe, depends on the exact features",Fast follower - we adopt once proven,AI/machine learning tools (any use case)|Automated data analytics/dashboards|Blockchain for supply chain transparency|Cloud-based ERP/supply chain software,Very comfortable - we have in-house developers,Concerns about data security/privacy|Regulatory/compliance concerns|Time required to set up/integrate,Moderately interested - would like to learn more,7,None at this time,No additional thoughts,Yes - keep me updated
R0504,traditional_midsize,2024-01-31 10:01:00,"Yes, both international and domestic",Supply Chain/Logistics Manager,"5,000+ shipments/year",$5M - $10M,201-500 (Medium-large),Fashion & Apparel,B2C (selling directly to consumers),"$25,000 - $50,000",Asia-Pacific,3-5 years,European Union,Ocean freight (container ships),"Freight forwarder platform (Flexport, Freightos, etc.)|Warehouse Management System (WMS)",Automated tracking notifications,11-20%,0%,0%,6-10%,6-10%,1-3 days,Operations manager,"Yes, we have comprehensive annual cargo insurance",Annual policy through a traditional insurance broker|Per-shipment through our shipping software,Physical damage/loss of goods|Spoilage (for perishables)|Theft|War/terrorism/political risk|Weather-related damage,Poor customer service|Slow claims processing,"Yes, but the claim was denied",Rising freight costs|Unpredictable delays,"$100,000 - $500,000",Better customer service|Integration with existing software|Per-shipment flexibility|Proactive risk alerts,2,1,4,1,5,"Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Mobile app for on-the-go management|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment",Somewhat important (nice to have),Very valuable - helpful information,Current insurance cost for this route|Customs delay likelihood|Fuel price trends,0.3% - 0.5%,$50 - $100,"Maybe, depends on the exact features",Fast follower - we adopt once proven,AI/machine learning tools (any use case)|Automated data analytics/dashboards|Mobile-first business applications,Not comfortable - we prefer plug-and-play solutions,Lack of trust in a new/unknown company|Regulatory/compliance concerns|Switching costs from current provider,Very interested - would request a demo/trial,9,Bulk policy management,Need buy-in from management first,Yes - keep me updated
R0505,traditional_midsize,2024-01-31 10:48:00,"Yes, both international and domestic",Owner/Founder/C-Suite Executive,201-500 shipments/year,$10M - $50M,11-50 (Small business),Automotive Parts,B2C (selling directly to consumers),"$5,000 - $10,000",Asia-Pacific|Europe|Latin America,5-10 years,Asia-Pacific,"Air freight|Courier/Express (DHL, FedEx, UPS)|Intermodal (combination)|Road freight (trucking)","Excel/Manual tracking|Freight forwarder platform (Flexport, Freightos, etc.)",Manual check-ins with vendors|Periodic updates from carrier/forwarder,21%+,1-5%,0%,1-5%,0%,2-4 weeks,Finance/CFO,Sometimes (only for high-value shipments),Through our freight forwarder,Spoilage (for perishables)|Weather-related damage,Poor customer service|Too expensive for the coverage provided,"Yes, and it was resolved satisfactorily",Carrier reliability issues|Damage to goods in transit|Managing multiple carriers/vendors,"$500,000+",Better coverage options|Better customer service|Easier purchasing process|Lower cost|Per-shipment flexibility|Real-time risk insights,2,1,3,4,5,"Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Mobile app for on-the-go management|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment",Very important (strong preference),Extremely valuable - would change our shipping decisions,Customs delay likelihood|Historical loss rates on this route,0.3% - 0.5%,$100 - $150,"Maybe, depends on the exact features",Cautious - we prefer established solutions,AI/machine learning tools (any use case)|API integrations between business systems|Cloud-based ERP/supply chain software,Somewhat comfortable - we'd need vendor support,Internal resistance to change|Lack of trust in a new/unknown company|Regulatory/compliance concerns,Moderately interested - would like to learn more,7,Bulk policy management,Need to understand claims process better,Yes - keep me updated
R0506,price_sensitive_small,2024-01-31 11:35:00,"Yes, domestically only (within one country)",Supply Chain/Logistics Manager,201-500 shipments/year,$500K - $1M,1-10 (Micro business),E-commerce/Retail,Manufacturer,"$10,000 - $25,000",Asia-Pacific,5-10 years,Asia-Pacific,"Courier/Express (DHL, FedEx, UPS)|Intermodal (combination)",None of the above,We don't actively monitor shipments,11-20%,0%,11-20%,6-10%,6-10%,Less than 24 hours,Finance/CFO,"Yes, we have comprehensive annual cargo insurance",Through our freight forwarder,Customs seizure|Delay/late delivery|Spoilage (for perishables)|Theft|War/terrorism/political risk,Complex policies (hard to understand what's covered),"Yes, but the process was difficult/unsatisfactory",Cash flow disruption from losses|Damage to goods in transit,"Less than $5,000",Better coverage options|Integration with existing software|Per-shipment flexibility|Real-time risk insights|Transparent pricing,4,3,2,4,4,Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Mobile app for on-the-go management,Very important (strong preference),Very valuable - helpful information,"Carrier performance ratings (on-time %)|Geopolitical risk alerts (strikes, tariffs, instability)|Historical loss rates on this route",0.3% - 0.5%,$50 - $100,"Yes, definitely worth it",Cautious - we prefer established solutions,Cloud-based ERP/supply chain software|Mobile-first business applications,Not comfortable - we prefer plug-and-play solutions,Budget constraints|Uncertainty about actual cost savings,Slightly interested - might consider in the future,4,Integration with QuickBooks for accounting,Need buy-in from management first,No thanks
R0507,tech_savvy_sme,2024-01-31 12:22:00,"Yes, internationally (cross-border shipments)",Finance/Risk Manager,"501-1,000 shipments/year",$50M - $100M,51-200 (Medium business),Electronics & Technology,Distributor/Wholesaler,"$25,000 - $50,000",Asia-Pacific|Europe|North America,3-5 years,Asia-Pacific,Rail freight,"E-commerce platform (Shopify, WooCommerce, Amazon)|ERP System (SAP, Oracle, NetSuite, etc.)|Freight forwarder platform (Flexport, Freightos, etc.)|Shipment tracking tools (Project44, FourKites)","IoT sensors (temperature, shock, location)|Manual check-ins with vendors|Periodic updates from carrier/forwarder",1-5%,6-10%,0%,0%,1-5%,4-7 days,Operations manager,"Yes, we have comprehensive annual cargo insurance",Included in carrier's liability coverage,Customs seizure|Delay/late delivery|Physical damage/loss of goods|Spoilage (for perishables)|War/terrorism/political risk,Doesn't integrate with our existing systems|One-size-fits-all pricing (doesn't reflect actual risk)|Too expensive for the coverage provided,"Yes, but the claim was denied",Cash flow disruption from losses|Lack of real-time visibility|Unpredictable delays,"$5,000 - $25,000",Better coverage options|Easier purchasing process|Per-shipment flexibility|Proactive risk alerts,3,4,2,3,2,Ability to insure individual shipments (not annual policy)|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Integration with existing logistics software|Mobile app for on-the-go management,Very important (strong preference),Very valuable - helpful information,Carrier performance ratings (on-time %)|Customs delay likelihood|Port congestion levels,0.5% - 1%,$50 - $100,"Maybe, depends on the exact features",Fast follower - we adopt once proven,AI/machine learning tools (any use case)|Automated data analytics/dashboards|Cloud-based ERP/supply chain software|IoT sensors for shipment tracking|Mobile-first business applications,Comfortable - we can handle basic integrations,Time required to set up/integrate,Slightly interested - might consider in the future,6,None at this time,No additional thoughts,Yes - keep me updated
R0508,traditional_midsize,2024-01-31 13:09:00,"Yes, both international and domestic",Procurement/Purchasing Manager,"501-1,000 shipments/year",$10M - $50M,51-200 (Medium business),Manufacturing (Industrial goods),B2B (selling to other businesses),"$50,000 - $100,000",Europe,10+ years,United States,Ocean freight (container ships),"ERP System (SAP, Oracle, NetSuite, etc.)",Periodic updates from carrier/forwarder,11-20%,1-5%,1-5%,6-10%,1-5%,1-3 days,Finance/CFO,"Yes, we have comprehensive annual cargo insurance",Through our freight forwarder,Physical damage/loss of goods|Spoilage (for perishables)|Theft|War/terrorism/political risk,Complex policies (hard to understand what's covered)|Too expensive for the coverage provided,"Yes, and it was resolved satisfactorily",Managing multiple carriers/vendors|Unpredictable delays,"$25,000 - $100,000",Better coverage options|Better customer service|Faster claims processing|Integration with existing software|Lower cost,2,1,3,4,3,Automated claims processing|Instant quote generation|Mobile app for on-the-go management|Real-time risk scoring for each shipment,Extremely important (deal-breaker if not available),Very valuable - helpful information,"Carrier performance ratings (on-time %)|Geopolitical risk alerts (strikes, tariffs, instability)",Less than 0.1%,$150 - $250,"Yes, if it includes X free insurance quotes per month",Cautious - we prefer established solutions,AI/machine learning tools (any use case),Comfortable - we can handle basic integrations,Internal resistance to change|Regulatory/compliance concerns|Switching costs from current provider,Slightly interested - might consider in the future,6,Customizable dashboard,Concerned about implementation complexity,Yes - keep me updated
R0509,traditional_midsize,2024-01-31 13:56:00,"Yes, internationally (cross-border shipments)",Operations Manager,"1,001-5,000 shipments/year",$1M - $5M,51-200 (Medium business),Automotive Parts,B2B (selling to other businesses),"$50,000 - $100,000",Asia-Pacific|Europe|Middle East,10+ years,Canada,"Air freight|Courier/Express (DHL, FedEx, UPS)|Road freight (trucking)",Transportation Management System (TMS),Automated tracking notifications|Periodic updates from carrier/forwarder|Real-time GPS tracking,11-20%,0%,1-5%,0%,1-5%,2-4 weeks,CEO/Owner,"Yes, we have basic carrier liability coverage",Directly from an insurance company,Delay/late delivery|Physical damage/loss of goods|Spoilage (for perishables)|War/terrorism/political risk,Poor customer service|Slow claims processing|Too expensive for the coverage provided,"Yes, but the process was difficult/unsatisfactory",Damage to goods in transit|Unpredictable delays,"$5,000 - $25,000",Better coverage options|Better customer service|Easier purchasing process|Integration with existing software|Proactive risk alerts|Real-time risk insights,2,1,3,4,5,Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Real-time risk scoring for each shipment,Somewhat important (nice to have),Very valuable - helpful information,Carrier performance ratings (on-time %)|Current insurance cost for this route,0.1% - 0.3%,$150 - $250,"Yes, definitely worth it",Conservative - we stick with what works,Automated data analytics/dashboards|Mobile-first business applications,Comfortable - we can handle basic integrations,Internal resistance to change|Lack of trust in a new/unknown company,Very interested - would request a demo/trial,9,None at this time,No additional thoughts,No thanks
R0510,price_sensitive_small,2024-01-31 14:43:00,"Yes, both international and domestic",Procurement/Purchasing Manager,201-500 shipments/year,Less than $500K,51-200 (Medium business),Pharmaceuticals/Healthcare,B2B (selling to other businesses),"$10,000 - $25,000",Europe|Middle East,1-3 years,United States,"Courier/Express (DHL, FedEx, UPS)|Ocean freight (container ships)",Excel/Manual tracking,We don't actively monitor shipments,1-5%,0%,0%,6-10%,1-5%,Less than 24 hours,CEO/Owner,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"No, but we've experienced losses",Cash flow disruption from losses|Damage to goods in transit|Rising freight costs,"$500,000+",Integration with existing software|Lower cost|Real-time risk insights,1,3,2,4,5,Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Mobile app for on-the-go management,Not important (happy to use a separate tool),Somewhat valuable,Fuel price trends|Historical loss rates on this route,Not applicable - we don't have insurance,$500+,"Maybe, depends on the exact features",Fast follower - we adopt once proven,Cloud-based ERP/supply chain software,Comfortable - we can handle basic integrations,Budget constraints|Time required to set up/integrate,Moderately interested - would like to learn more,7,None at this time,Price will be the deciding factor,No thanks
R0511,tech_savvy_sme,2024-01-31 15:30:00,"Yes, both international and domestic",Operations Manager,51-200 shipments/year,$1M - $5M,500+ (Enterprise),Pharmaceuticals/Healthcare,B2C (selling directly to consumers),"$10,000 - $25,000",Latin America|Middle East|North America,10+ years,United States,"Courier/Express (DHL, FedEx, UPS)","Shipment tracking tools (Project44, FourKites)|Warehouse Management System (WMS)","IoT sensors (temperature, shock, location)|Manual check-ins with vendors|Real-time GPS tracking",6-10%,1-5%,0%,1-5%,0%,4-7 days,Supply chain/logistics team,"Yes, we have comprehensive annual cargo insurance",Per-shipment through our shipping software,Delay/late delivery|Physical damage/loss of goods|Spoilage (for perishables)|War/terrorism/political risk|Weather-related damage,Doesn't integrate with our existing systems|Lack of transparency in pricing|One-size-fits-all pricing (doesn't reflect actual risk)|Too expensive for the coverage provided,"Yes, but the process was difficult/unsatisfactory",Lack of real-time visibility|Rising freight costs,"$5,000 - $25,000",Better coverage options|Easier purchasing process|Faster claims processing|Lower cost|Real-time risk insights,3,4,2,5,1,"API access for custom integrations|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Integration with existing logistics software|Mobile app for on-the-go management|Proactive alerts (weather, port delays, carrier issues)|Real-time risk scoring for each shipment",Very important (strong preference),Extremely valuable - would change our shipping decisions,"Geopolitical risk alerts (strikes, tariffs, instability)|Port congestion levels",0.1% - 0.3%,$250 - $500,"Maybe, depends on the exact features",Cautious - we prefer established solutions,AI/machine learning tools (any use case)|API integrations between business systems|Automated data analytics/dashboards|Cloud-based ERP/supply chain software|IoT sensors for shipment tracking,Comfortable - we can handle basic integrations,Lack of trust in a new/unknown company|Time required to set up/integrate,Extremely interested - would sign up immediately,10,Multi-language support,No additional thoughts,No thanks
R0512,enterprise,2024-01-31 16:17:00,"Yes, both international and domestic",Procurement/Purchasing Manager,"1,001-5,000 shipments/year",$10M - $50M,201-500 (Medium-large),Electronics & Technology,Retailer,"$100,000 - $500,000",Asia-Pacific|North America,10+ years,European Union,Ocean freight (container ships),"E-commerce platform (Shopify, WooCommerce, Amazon)|Freight forwarder platform (Flexport, Freightos, etc.)|Shipment tracking tools (Project44, FourKites)|Transportation Management System (TMS)|Warehouse Management System (WMS)","IoT sensors (temperature, shock, location)|Manual check-ins with vendors|Periodic updates from carrier/forwarder",6-10%,1-5%,0%,6-10%,0%,1-3 days,Supply chain/logistics team,"Yes, we have comprehensive annual cargo insurance",Annual policy through a traditional insurance broker|Through our freight forwarder,Delay/late delivery|Physical damage/loss of goods|Spoilage (for perishables)|Theft|Weather-related damage,Complex policies (hard to understand what's covered)|Slow claims processing,"No, we've never needed to",Carrier reliability issues|Managing multiple carriers/vendors|Unpredictable delays,"$500,000+",Faster claims processing|Lower cost|Per-shipment flexibility|Real-time risk insights,3,2,1,4,5,"API access for custom integrations|Automated claims processing|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Integration with existing logistics software|Proactive alerts (weather, port delays, carrier issues)|White-label option for customer-facing use",Very important (strong preference),Somewhat valuable,Historical loss rates on this route|Weather forecasts on route,0.5% - 1%,$100 - $150,"Yes, definitely worth it",Fast follower - we adopt once proven,API integrations between business systems|Automated data analytics/dashboards|Blockchain for supply chain transparency|Cloud-based ERP/supply chain software|IoT sensors for shipment tracking|Mobile-first business applications,Comfortable - we can handle basic integrations,Concerns about data security/privacy|Regulatory/compliance concerns,Slightly interested - might consider in the future,5,Real-time chat support,Want to understand data privacy policies,No thanks
R0513,traditional_midsize,2024-01-31 17:04:00,"Yes, both international and domestic",Operations Manager,"501-1,000 shipments/year",$5M - $10M,201-500 (Medium-large),E-commerce/Retail,3PL/Freight Forwarder,"$50,000 - $100,000",Asia-Pacific|Latin America|Middle East,10+ years,United States,"Courier/Express (DHL, FedEx, UPS)|Road freight (trucking)","ERP System (SAP, Oracle, NetSuite, etc.)|Excel/Manual tracking|Freight forwarder platform (Flexport, Freightos, etc.)|Warehouse Management System (WMS)",Periodic updates from carrier/forwarder,1-5%,0%,0%,6-10%,11-20%,4-7 days,No one specifically,"Yes, we have comprehensive annual cargo insurance",Annual policy through a traditional insurance broker,Customs seizure|Delay/late delivery|Physical damage/loss of goods|Theft|War/terrorism/political risk,Slow claims processing|Too expensive for the coverage provided,"Yes, but the process was difficult/unsatisfactory",Carrier reliability issues|Damage to goods in transit|Rising freight costs,"$5,000 - $25,000",Faster claims processing|Integration with existing software|Per-shipment flexibility|Transparent pricing,5,1,3,4,5,Automated claims processing|Instant quote generation|Mobile app for on-the-go management,Very important (strong preference),Extremely valuable - would change our shipping decisions,Current insurance cost for this route|Historical loss rates on this route,0.1% - 0.3%,$150 - $250,"No, prefer to pay per-use only",Fast follower - we adopt once proven,IoT sensors for shipment tracking,Very comfortable - we have in-house developers,Lack of trust in a new/unknown company|Regulatory/compliance concerns|Switching costs from current provider,Extremely interested - would sign up immediately,10,None at this time,Need to understand claims process better,No thanks
R0514,tech_savvy_sme,2024-01-31 17:51:00,"Yes, both international and domestic",Owner/Founder/C-Suite Executive,51-200 shipments/year,$10M - $50M,11-50 (Small business),Manufacturing (Industrial goods),B2B (selling to other businesses),"$25,000 - $50,000",Middle East|North America,3-5 years,Asia-Pacific,Air freight|Ocean freight (container ships)|Road freight (trucking),"E-commerce platform (Shopify, WooCommerce, Amazon)|ERP System (SAP, Oracle, NetSuite, etc.)","IoT sensors (temperature, shock, location)|Manual check-ins with vendors",6-10%,1-5%,0%,0%,21%+,4-7 days,Supply chain/logistics team,"Yes, we have basic carrier liability coverage",Included in carrier's liability coverage,Customs seizure|Theft,Doesn't integrate with our existing systems|One-size-fits-all pricing (doesn't reflect actual risk)|Too expensive for the coverage provided,"Yes, but the claim was denied",Cash flow disruption from losses|Inability to assess risk before shipping|Lack of real-time visibility,"$25,000 - $100,000",Better customer service|Integration with existing software|Lower cost|Proactive risk alerts|Real-time risk insights,3,4,2,5,1,API access for custom integrations|Ability to insure individual shipments (not annual policy)|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Integration with existing logistics software|Mobile app for on-the-go management,Very important (strong preference),Extremely valuable - would change our shipping decisions,"Carrier performance ratings (on-time %)|Fuel price trends|Geopolitical risk alerts (strikes, tariffs, instability)",0.5% - 1%,$100 - $150,"Yes, if it includes X free insurance quotes per month",Cautious - we prefer established solutions,Blockchain for supply chain transparency|Cloud-based ERP/supply chain software|IoT sensors for shipment tracking,Comfortable - we can handle basic integrations,Lack of trust in a new/unknown company,Extremely interested - would sign up immediately,10,Integration with QuickBooks for accounting,No additional thoughts,Yes - keep me updated
R0515,price_sensitive_small,2024-01-31 18:38:00,"Yes, both international and domestic",Owner/Founder/C-Suite Executive,51-200 shipments/year,$5M - $10M,1-10 (Micro business),E-commerce/Retail,Manufacturer,"$5,000 - $10,000",Asia-Pacific|Middle East|North America,3-5 years,Asia-Pacific,Ocean freight (container ships),None of the above,Automated tracking notifications,21%+,6-10%,1-5%,6-10%,11-20%,Less than 24 hours,Supply chain/logistics team,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"No, we've never needed to",Damage to goods in transit|Difficulty accessing insurance|Rising freight costs,"$100,000 - $500,000",Integration with existing software|Lower cost|Proactive risk alerts,1,3,2,4,5,Automated claims processing|Mobile app for on-the-go management,Very important (strong preference),Somewhat valuable,Current insurance cost for this route|Historical loss rates on this route|Port congestion levels,Not applicable - we don't have insurance,Less than $50,"No, not interested in a subscription model",Early adopter - we love trying new tools,API integrations between business systems|Mobile-first business applications,Somewhat comfortable - we'd need vendor support,Budget constraints|Uncertainty about actual cost savings,Slightly interested - might consider in the future,4,Historical analytics export,No additional thoughts,No thanks
R0516,price_sensitive_small,2024-01-31 19:25:00,"Yes, domestically only (within one country)",Owner/Founder/C-Suite Executive,51-200 shipments/year,$10M - $50M,51-200 (Medium business),E-commerce/Retail,Both B2B and B2C,"$100,000 - $500,000",Middle East,3-5 years,Other,Road freight (trucking),Excel/Manual tracking,Automated tracking notifications|Manual check-ins with vendors,0%,6-10%,0%,0%,21%+,1-3 days,No one specifically,"Yes, we have basic carrier liability coverage",Annual policy through a traditional insurance broker|Included in carrier's liability coverage,Customs seizure|Delay/late delivery|Physical damage/loss of goods|Weather-related damage,Complex policies (hard to understand what's covered)|Difficult to purchase/too much paperwork|Too expensive for the coverage provided,"Yes, but the claim was denied",Cash flow disruption from losses|Damage to goods in transit|Difficulty accessing insurance,"$5,000 - $25,000",Better coverage options|Easier purchasing process|Faster claims processing|Integration with existing software|Real-time risk insights|Transparent pricing,1,3,2,4,5,Ability to insure individual shipments (not annual policy)|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Mobile app for on-the-go management,Not important (happy to use a separate tool),Extremely valuable - would change our shipping decisions,"Customs delay likelihood|Geopolitical risk alerts (strikes, tariffs, instability)|Historical loss rates on this route",0.3% - 0.5%,$50 - $100,"Maybe, depends on the exact features",Conservative - we stick with what works,Cloud-based ERP/supply chain software,Somewhat comfortable - we'd need vendor support,Budget constraints|Time required to set up/integrate|Uncertainty about actual cost savings,Slightly interested - might consider in the future,4,None at this time,Concerned about implementation complexity,Yes - keep me updated
R0517,enterprise,2024-01-31 20:12:00,"Yes, both international and domestic",Procurement/Purchasing Manager,"1,001-5,000 shipments/year",Less than $500K,500+ (Enterprise),Food & Beverage,B2B (selling to other businesses),"$100,000 - $500,000",Europe|Latin America|North America,10+ years,United Kingdom,Air freight|Rail freight|Road freight (trucking),"ERP System (SAP, Oracle, NetSuite, etc.)|Excel/Manual tracking|Shipment tracking tools (Project44, FourKites)|Transportation Management System (TMS)",Automated tracking notifications|Periodic updates from carrier/forwarder|Real-time GPS tracking,6-10%,1-5%,0%,1-5%,0%,1-2 weeks,Operations manager,"No, we don't have cargo insurance",N/A - No insurance,N/A - No insurance,Not applicable - we don't have insurance,"Yes, but the process was difficult/unsatisfactory",Customs/compliance issues|Unpredictable delays,"Less than $5,000",Better coverage options|Integration with existing software|Proactive risk alerts|Real-time risk insights,1,2,1,4,5,API access for custom integrations|Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Integration with existing logistics software|White-label option for customer-facing use,Somewhat important (nice to have),Very valuable - helpful information,Carrier performance ratings (on-time %)|Current insurance cost for this route,Not applicable - we don't have insurance,$250 - $500,"No, prefer to pay per-use only",Resistant - we avoid change unless necessary,API integrations between business systems|Automated data analytics/dashboards|Blockchain for supply chain transparency|Cloud-based ERP/supply chain software|IoT sensors for shipment tracking,Somewhat comfortable - we'd need vendor support,Concerns about data security/privacy|Regulatory/compliance concerns|Time required to set up/integrate,Very interested - would request a demo/trial,8,None at this time,Want to understand data privacy policies,No thanks
R0518,traditional_midsize,2024-01-31 20:59:00,"Yes, internationally (cross-border shipments)",Owner/Founder/C-Suite Executive,201-500 shipments/year,$10M - $50M,51-200 (Medium business),E-commerce/Retail,Both B2B and B2C,"$25,000 - $50,000",Asia-Pacific|Latin America,10+ years,Asia-Pacific,Road freight (trucking),"ERP System (SAP, Oracle, NetSuite, etc.)|Transportation Management System (TMS)",Manual check-ins with vendors|Real-time GPS tracking,0%,1-5%,0%,11-20%,1-5%,1-2 weeks,External consultant/broker,"Yes, we have comprehensive annual cargo insurance",Annual policy through a traditional insurance broker,Delay/late delivery|Physical damage/loss of goods|Spoilage (for perishables)|Theft|War/terrorism/political risk|Weather-related damage,Poor customer service|Slow claims processing|Too expensive for the coverage provided,"No, we've never needed to",Carrier reliability issues|Damage to goods in transit|Rising freight costs,"Less than $5,000",Better coverage options|Easier purchasing process|Faster claims processing|Integration with existing software|Proactive risk alerts|Transparent pricing,2,1,3,4,5,"Dynamic pricing based on actual risk (not flat rates)|Instant quote generation|Proactive alerts (weather, port delays, carrier issues)",Very important (strong preference),Extremely valuable - would change our shipping decisions,Historical loss rates on this route|Weather forecasts on route,0.5% - 1%,$150 - $250,"No, prefer to pay per-use only",Cautious - we prefer established solutions,API integrations between business systems|Cloud-based ERP/supply chain software,Not sure/Don't know,Lack of trust in a new/unknown company|Switching costs from current provider,Moderately interested - would like to learn more,8,Real-time chat support,Interested in pilot program,Yes - keep me updated
